,single_amount,sub,cg,year,base_itemizers,base_households,reform_itemizers,reform_households,base_ratio,base_ratio_diff,reform_ratio,reform_ratio_diff
184,6100,0.25,-3.45,2026,16003404.98,192503918.12,15651720.74,192503918.12,0.08313287924884757,0.001958633857583894,0.0813059853163263,0.00013173992506261556
185,6100,0.25,-3.45,2035,20055911.78,200923107.71,19435246.76,200923107.71,0.09981884119046906,0.018644595799205382,0.0967297738000929,0.01555552840882922
186,6200,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
187,6200,0.25,-3.45,2026,16003404.98,192503918.12,15805618.23,192503918.12,0.08313287924884757,0.001958633857583894,0.08210543652491971,0.0009311911336560286
188,6200,0.25,-3.45,2035,20055911.78,200923107.71,19587182.88,200923107.71,0.09981884119046906,0.018644595799205382,0.09748596417426973,0.01631171878300605
189,6300,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
190,6300,0.25,-3.45,2026,16003404.98,192503918.12,15918974.91,192503918.12,0.08313287924884757,0.001958633857583894,0.08269429040959408,0.0015200450183304043
191,6300,0.25,-3.45,2035,20055911.78,200923107.71,19710071.580000002,200923107.71,0.09981884119046906,0.018644595799205382,0.09809758471608104,0.016923339324817363
192,6400,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
193,6400,0.25,-3.45,2026,16003404.98,192503918.12,16024667.370000001,192503918.12,0.08313287924884757,0.001958633857583894,0.08324333097475346,0.0020690855834897826
194,6400,0.25,-3.45,2035,20055911.78,200923107.71,19843111.13,200923107.71,0.09981884119046906,0.018644595799205382,0.09875972632595509,0.017585480934691408
195,6500,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
196,6500,0.25,-3.45,2026,16003404.98,192503918.12,16167127.06,192503918.12,0.08313287924884757,0.001958633857583894,0.08398336624983392,0.002809120858570241
197,6500,0.25,-3.45,2035,20055911.78,200923107.71,19963826.150000002,200923107.71,0.09981884119046906,0.018644595799205382,0.09936052840081766,0.01818628300955398
198,6600,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
199,6600,0.25,-3.45,2026,16003404.98,192503918.12,16295272.63,192503918.12,0.08313287924884757,0.001958633857583894,0.08464904397344326,0.0034747985821795835
200,6600,0.25,-3.45,2035,20055911.78,200923107.71,20100667.2,200923107.71,0.09981884119046906,0.018644595799205382,0.10004159018390289,0.018867344792639212
201,6700,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
202,6700,0.25,-3.45,2026,16003404.98,192503918.12,16404259.74,192503918.12,0.08313287924884757,0.001958633857583894,0.08521519925518699,0.004040953863923308
203,6700,0.25,-3.45,2035,20055911.78,200923107.71,20235080.79,200923107.71,0.09981884119046906,0.018644595799205382,0.10071057042978881,0.019536325038525135
204,6800,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
205,6800,0.25,-3.45,2026,16003404.98,192503918.12,16515679.290000001,192503918.12,0.08313287924884757,0.001958633857583894,0.08579399033169144,0.0046197449404277585
206,6800,0.25,-3.45,2035,20055911.78,200923107.71,20379782.64,200923107.71,0.09981884119046906,0.018644595799205382,0.10143075563720087,0.020256510245937193
207,6900,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
208,6900,0.25,-3.45,2026,16003404.98,192503918.12,16649092.88,192503918.12,0.08313287924884757,0.001958633857583894,0.08648703383596357,0.005312788444699887
209,6900,0.25,-3.45,2035,20055911.78,200923107.71,20515802.02,200923107.71,0.09981884119046906,0.018644595799205382,0.10210772794541502,0.02093348255415134
210,7000,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
211,7000,0.25,-3.45,2026,16003404.98,192503918.12,16767437.46,192503918.12,0.08313287924884757,0.001958633857583894,0.08710179836208728,0.005927552970823605
212,7000,0.25,-3.45,2035,20055911.78,200923107.71,20659933.3,200923107.71,0.09981884119046906,0.018644595799205382,0.10282507340977062,0.021650828018506943
213,7100,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
214,7100,0.25,-3.45,2026,16003404.98,192503918.12,16901493.59,192503918.12,0.08313287924884757,0.001958633857583894,0.08779817966855208,0.0066239342772883986
215,7100,0.25,-3.45,2035,20055911.78,200923107.71,20797294.47,200923107.71,0.09981884119046906,0.018644595799205382,0.10350872384483285,0.022334478453569173
216,7200,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
217,7200,0.25,-3.45,2026,16003404.98,192503918.12,17022322.32,192503918.12,0.08313287924884757,0.001958633857583894,0.08842584860734573,0.00725160321608205
218,7200,0.25,-3.45,2035,20055911.78,200923107.71,20922146.22,200923107.71,0.09981884119046906,0.018644595799205382,0.10413011454211495,0.022955869150851266
219,7300,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
220,7300,0.25,-3.45,2026,16003404.98,192503918.12,17159885.82,192503918.12,0.08313287924884757,0.001958633857583894,0.08914044964686457,0.007966204255600892
221,7300,0.25,-3.45,2035,20055911.78,200923107.71,21091350.84,200923107.71,0.09981884119046906,0.018644595799205382,0.10497225073007507,0.023798005338811393
222,7400,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
223,7400,0.25,-3.45,2026,16003404.98,192503918.12,17277281.9,192503918.12,0.08313287924884757,0.001958633857583894,0.08975028700054803,0.008576041609284352
224,7400,0.25,-3.45,2035,20055911.78,200923107.71,21200716.12,200923107.71,0.09981884119046906,0.018644595799205382,0.10551656482737568,0.024342319436111995
225,7500,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
226,7500,0.25,-3.45,2026,16003404.98,192503918.12,17379698.94,192503918.12,0.08313287924884757,0.001958633857583894,0.09028231274319375,0.009108067351930066
227,7500,0.25,-3.45,2035,20055911.78,200923107.71,21307476.330000002,200923107.71,0.09981884119046906,0.018644595799205382,0.10604791341747459,0.02487366802621091
228,7600,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
229,7600,0.25,-3.45,2026,16003404.98,192503918.12,17460749.63,192503918.12,0.08313287924884757,0.001958633857583894,0.09070334671897741,0.00952910132771373
230,7600,0.25,-3.45,2035,20055911.78,200923107.71,21427200.740000002,200923107.71,0.09981884119046906,0.018644595799205382,0.10664378519829934,0.02546953980703566
231,7700,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
232,7700,0.25,-3.45,2026,16003404.98,192503918.12,17553769.62,192503918.12,0.08313287924884757,0.001958633857583894,0.0911865576110384,0.010012312219774722
233,7700,0.25,-3.45,2035,20055911.78,200923107.71,21564847.400000002,200923107.71,0.09981884119046906,0.018644595799205382,0.10732885652518062,0.02615461113391694
234,7800,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
235,7800,0.25,-3.45,2026,16003404.98,192503918.12,17670955.4,192503918.12,0.08313287924884757,0.001958633857583894,0.09179530251942489,0.010621057128161207
236,7800,0.25,-3.45,2035,20055911.78,200923107.71,21691428.25,200923107.71,0.09981884119046906,0.018644595799205382,0.10795885300215477,0.02678460761089109
237,7900,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
238,7900,0.25,-3.45,2026,16003404.98,192503918.12,17752996.490000002,192503918.12,0.08313287924884757,0.001958633857583894,0.09222148132555631,0.011047235934292632
239,7900,0.25,-3.45,2035,20055911.78,200923107.71,21787073.69,200923107.71,0.09981884119046906,0.018644595799205382,0.10843488306703934,0.027260637675775662
240,8000,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
241,8000,0.25,-3.45,2026,16003404.98,192503918.12,17864853.44,192503918.12,0.08313287924884757,0.001958633857583894,0.09280254456360569,0.01162829917234201
242,8000,0.25,-3.45,2035,20055911.78,200923107.71,21891855.75,200923107.71,0.09981884119046906,0.018644595799205382,0.10895638634853962,0.027782140957275936
243,8100,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
244,8100,0.25,-3.45,2026,16003404.98,192503918.12,17950075.02,192503918.12,0.08313287924884757,0.001958633857583894,0.09324524505943078,0.012070999668167104
245,8100,0.25,-3.45,2035,20055911.78,200923107.71,22003295.06,200923107.71,0.09981884119046906,0.018644595799205382,0.10951102295191549,0.02833677756065181
246,8200,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
247,8200,0.25,-3.45,2026,16003404.98,192503918.12,18040292.580000002,192503918.12,0.08313287924884757,0.001958633857583894,0.09371389816987691,0.012539652778613228
248,8200,0.25,-3.45,2035,20055911.78,200923107.71,22123693.84,200923107.71,0.09981884119046906,0.018644595799205382,0.11011025109133775,0.02893600570007407
249,8300,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
250,8300,0.25,-3.45,2026,16003404.98,192503918.12,18123093.18,192503918.12,0.08313287924884757,0.001958633857583894,0.09414402240219712,0.012969777010933436
251,8300,0.25,-3.45,2035,20055911.78,200923107.71,22205404.1,200923107.71,0.09981884119046906,0.018644595799205382,0.11051692537052488,0.029342679979261196
252,8400,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
253,8400,0.25,-3.45,2026,16003404.98,192503918.12,18191019.75,192503918.12,0.08313287924884757,0.001958633857583894,0.09449688051887013,0.013322635127606453
254,8400,0.25,-3.45,2035,20055911.78,200923107.71,22318901.16,200923107.71,0.09981884119046906,0.018644595799205382,0.11108180345395474,0.02990755806269106
255,8500,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
256,8500,0.25,-3.45,2026,16003404.98,192503918.12,18281006.97,192503918.12,0.08313287924884757,0.001958633857583894,0.09496433708224203,0.013790091690978348
257,8500,0.25,-3.45,2035,20055911.78,200923107.71,22442186.36,200923107.71,0.09981884119046906,0.018644595799205382,0.11169539738750041,0.03052115199623673
258,8600,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
259,8600,0.25,-3.45,2026,16003404.98,192503918.12,18362517.12,192503918.12,0.08313287924884757,0.001958633857583894,0.09538775781464079,0.014213512423377109
260,8600,0.25,-3.45,2035,20055911.78,200923107.71,22532031.990000002,200923107.71,0.09981884119046906,0.018644595799205382,0.11214256163368398,0.030968316242420302
261,8700,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
262,8700,0.25,-3.45,2026,16003404.98,192503918.12,18452060.8,192503918.12,0.08313287924884757,0.001958633857583894,0.09585291032101306,0.014678664929749383
263,8700,0.25,-3.45,2035,20055911.78,200923107.71,22651689.06,200923107.71,0.09981884119046906,0.018644595799205382,0.11273809826142071,0.03156385287015703
264,8800,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
265,8800,0.25,-3.45,2026,16003404.98,192503918.12,18543149.23,192503918.12,0.08313287924884757,0.001958633857583894,0.09632608733938013,0.015151841948116446
266,8800,0.25,-3.45,2035,20055911.78,200923107.71,22758532.92,200923107.71,0.09981884119046906,0.018644595799205382,0.11326986317993977,0.03209561778867609
267,8900,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
268,8900,0.25,-3.45,2026,16003404.98,192503918.12,18624867.740000002,192503918.12,0.08313287924884757,0.001958633857583894,0.09675059043935891,0.015576345048095228
269,8900,0.25,-3.45,2035,20055911.78,200923107.71,22870093.76,200923107.71,0.09981884119046906,0.018644595799205382,0.11382510464156906,0.03265085925030538
270,9000,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
271,9000,0.25,-3.45,2026,16003404.98,192503918.12,18681168.580000002,192503918.12,0.08313287924884757,0.001958633857583894,0.09704305638264897,0.01586881099138529
272,9000,0.25,-3.45,2035,20055911.78,200923107.71,22977758.14,200923107.71,0.09981884119046906,0.018644595799205382,0.11436095331137659,0.03318670792011291
273,9100,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
274,9100,0.25,-3.45,2026,16003404.98,192503918.12,18750057.46,192503918.12,0.08313287924884757,0.001958633857583894,0.09740091341056181,0.016226668019298132
275,9100,0.25,-3.45,2035,20055911.78,200923107.71,23055246.56,200923107.71,0.09981884119046906,0.018644595799205382,0.11474661537326267,0.03357236998199899
276,9200,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
277,9200,0.25,-3.45,2026,16003404.98,192503918.12,18801317.54,192503918.12,0.08313287924884757,0.001958633857583894,0.09766719412058894,0.01649294872932526
278,9200,0.25,-3.45,2035,20055911.78,200923107.71,23153184.61,200923107.71,0.09981884119046906,0.018644595799205382,0.11523405582307573,0.034059810431812054
279,9300,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
280,9300,0.25,-3.45,2026,16003404.98,192503918.12,18866919.86,192503918.12,0.08313287924884757,0.001958633857583894,0.09800797845703609,0.016833733065772405
281,9300,0.25,-3.45,2035,20055911.78,200923107.71,23259337.69,200923107.71,0.09981884119046906,0.018644595799205382,0.11576238270996232,0.03458813731869864
282,9400,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
283,9400,0.25,-3.45,2026,16003404.98,192503918.12,18940645.400000002,192503918.12,0.08313287924884757,0.001958633857583894,0.09839096048005157,0.017216715088787887
284,9400,0.25,-3.45,2035,20055911.78,200923107.71,23342522.81,200923107.71,0.09981884119046906,0.018644595799205382,0.1161763974091579,0.03500215201789422
285,9500,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
286,9500,0.25,-3.45,2026,16003404.98,192503918.12,19001277.17,192503918.12,0.08313287924884757,0.001958633857583894,0.09870592430308504,0.017531678911821363
287,9500,0.25,-3.45,2035,20055911.78,200923107.71,23421096.96,200923107.71,0.09981884119046906,0.018644595799205382,0.11656746318001693,0.03539321778875325
288,9600,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
289,9600,0.25,-3.45,2026,16003404.98,192503918.12,19061574.22,192503918.12,0.08313287924884757,0.001958633857583894,0.0990191493563144,0.017844903965050715
290,9600,0.25,-3.45,2035,20055911.78,200923107.71,23507120.47,200923107.71,0.09981884119046906,0.018644595799205382,0.11699560462666506,0.035821359235401376
291,9700,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
292,9700,0.25,-3.45,2026,16003404.98,192503918.12,19127553.7,192503918.12,0.08313287924884757,0.001958633857583894,0.09936189292561086,0.01818764753434718
293,9700,0.25,-3.45,2035,20055911.78,200923107.71,23587608.73,200923107.71,0.09981884119046906,0.018644595799205382,0.11739619697722821,0.03622195158596453
294,9800,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
295,9800,0.25,-3.45,2026,16003404.98,192503918.12,19197093.95,192503918.12,0.08313287924884757,0.001958633857583894,0.09972313362491263,0.018548888233648947
296,9800,0.25,-3.45,2035,20055911.78,200923107.71,23660247.240000002,200923107.71,0.09981884119046906,0.018644595799205382,0.11775772089962763,0.03658347550836395
297,9900,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
298,9900,0.25,-3.45,2026,16003404.98,192503918.12,19253167.3,192503918.12,0.08313287924884757,0.001958633857583894,0.10001441782602197,0.018840172434758287
299,9900,0.25,-3.45,2035,20055911.78,200923107.71,23734233.66,200923107.71,0.09981884119046906,0.018644595799205382,0.11812595340828853,0.036951708017024854
300,10000,0.25,-3.45,2025,15480820.71,190710990.11,15480820.71,190710990.11,0.08117424539126368,0.0,0.08117424539126368,0.0
301,10000,0.25,-3.45,2026,16003404.98,192503918.12,19298071.28,192503918.12,0.08313287924884757,0.001958633857583894,0.10024768050679508,0.019073435115531404
302,10000,0.25,-3.45,2035,20055911.78,200923107.71,23816704.54,200923107.71,0.09981884119046906,0.018644595799205382,0.11853641331476696,0.037362167923503276
